"chr"	"id"	"rsid"	"description"	"level"
"chr16"	11194018	"rs3862468"	"Single_Nucleotides|eQTL|DEXI, Single_Nucleotides|eQTL|LOC642755, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|FAIRE|Gm12891, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Fibrobl, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Panisd, Chromatin_Structure|DNase-seq|Osteobl, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Gm12892, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF"	"1f"
"chr16"	28517709	"rs26528"	"Single_Nucleotides|eQTL|EIF3CL, Single_Nucleotides|eQTL|EIF3S8, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARgamma:RXRalpha=PPARgamma, Motifs|Footprinting|PPARG, Motifs|Footprinting|PPARG, Motifs|Footprinting|PPARG, Motifs|PWM|PPARgamma:RXRalpha=PPARgamma, Motifs|PWM|PPARgamma:RXRalpha=PPARgamma, Motifs|PWM|PPARG, Motifs|PWM|Zfp691, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Monocd14"	"1f"
"chr16"	28519096	"rs153109"	"Single_Nucleotides|eQTL|EIF3CL, Single_Nucleotides|eQTL|EIF3S8, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Gm06990, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|FAIRE|Gm12891, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Gm19240"	"1f"
"chr16"	28539848	"rs4788084"	"Single_Nucleotides|eQTL|EIF3CL, Single_Nucleotides|eQTL|EIF3S8, Motifs|Footprinting|EBF, Motifs|PWM|EBF, Chromatin_Structure|FAIRE|Hepg2, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Hmvecdlyad, Chromatin_Structure|DNase-seq|Be2c, Chromatin_Structure|DNase-seq|Hmvecdneo, Protein_Binding|ChIP-seq|SP1, Protein_Binding|ChIP-seq|EBF1, Protein_Binding|ChIP-seq|HDAC2, Protein_Binding|ChIP-seq|RXRA"	"1a"
"chr16"	28554108	"rs1074631"	"Single_Nucleotides|eQTL|LOC112869, Single_Nucleotides|eQTL|SPIN1, Single_Nucleotides|eQTL|SULT1A1, Single_Nucleotides|eQTL|SULT1A4, Single_Nucleotides|eQTL|TUFM, Chromatin_Structure|DNase-seq|Hl60, Protein_Binding|ChIP-seq|EBF1, Protein_Binding|ChIP-seq|EBF1, Protein_Binding|ChIP-seq|EBF1"	"1f"
"chr16"	28570005	"rs4788076"	"Single_Nucleotides|eQTL|LOC112869, Single_Nucleotides|eQTL|SPIN1, Single_Nucleotides|eQTL|SULT1A1, Single_Nucleotides|eQTL|SULT1A4, Single_Nucleotides|eQTL|TUFM, Motifs|PWM|Obox1, Motifs|PWM|Obox2, Motifs|PWM|Pitx1, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Hrpe, Chromatin_Structure|DNase-seq|Helas3"	"1f"
"chr16"	28586127	"rs7193402"	"Single_Nucleotides|eQTL|LOC112869, Single_Nucleotides|eQTL|SPIN1, Single_Nucleotides|eQTL|SULT1A1, Single_Nucleotides|eQTL|SULT1A4, Single_Nucleotides|eQTL|TUFM, Chromatin_Structure|DNase-seq|Hah"	"1f"
"chr1"	114377568	"rs2476601"	"Motifs|PWM|PU.1, Motifs|PWM|Ehf, Motifs|PWM|Elk1, Motifs|PWM|Erg, Motifs|PWM|Etv1, Motifs|PWM|Gabpa, Motifs|PWM|Gabpa, Motifs|Footprinting|, Motifs|Footprinting|, Chromatin_Structure|DNase-seq|Hl60, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Saec, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Hee, Protein_Binding|ChIP-seq|STAT3"	"2b"
"chr1"	114448389	"rs11552449"	"Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|PWM|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Motifs|Footprinting|CDPCR3, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|UrotsaUt189, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Jurkat, Chromatin_Structure|DNase-seq|Caco2, Chromatin_Structure|DNase-seq|H7es, Chromatin_Structure|DNase-seq|Hct116, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Gm12865, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Gm12864, Chromatin_Structure|DNase-seq|Hee, Protein_Binding|ChIP-seq|CREBBP, Protein_Binding|ChIP-seq|SP2, Protein_Binding|ChIP-seq|ZBTB7A"	"2b"
"chr1"	206939904	"rs3024505"	"Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|PWM|MZF1, Motifs|PWM|Egr1, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Panisd, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|DNase-seq|Fibrop, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Myometr, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|Hct116, Chromatin_Structure|FAIRE|Gm12892, Chromatin_Structure|DNase-seq|UrotsaUt189, Chromatin_Structure|DNase-seq|Urotsa, Chromatin_Structure|DNase-seq|Osteobl, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Hmvecdblad, Chromatin_Structure|DNase-seq|Nhlf, Chromatin_Structure|DNase-seq|Ag09319, Chromatin_Structure|DNase-seq|Aoaf, Chromatin_Structure|FAIRE|Gm12891, Chromatin_Structure|DNase-seq|Fibrobl, Chromatin_Structure|DNase-seq|Hah, Chromatin_Structure|DNase-seq|Hcm, Chromatin_Structure|DNase-seq|Hffmyc, Chromatin_Structure|DNase-seq|Hl60, Chromatin_Structure|DNase-seq|Hvmf, Chromatin_Structure|FAIRE|Gliobla, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Th2, Chromatin_Structure|DNase-seq|Th1, Chromatin_Structure|DNase-seq|Skmc, Chromatin_Structure|DNase-seq|Nhdfneo, Chromatin_Structure|DNase-seq|Nha, Chromatin_Structure|DNase-seq|Hrgec, Chromatin_Structure|DNase-seq|Hipe, Chromatin_Structure|DNase-seq|Hcpe, Chromatin_Structure|DNase-seq|Hbmec, Chromatin_Structure|DNase-seq|Hae, Chromatin_Structure|DNase-seq|Cmk, Chromatin_Structure|DNase-seq|Ag10803, Chromatin_Structure|DNase-seq|Ag09309, Chromatin_Structure|DNase-seq|Hnpce, Chromatin_Structure|DNase-seq|Hpaf, Chromatin_Structure|DNase-seq|Hmveclbl, Chromatin_Structure|DNase-seq|Hcfaa, Chromatin_Structure|DNase-seq|Hac, Chromatin_Structure|DNase-seq|Hasp, Chromatin_Structure|DNase-seq|Hff, Chromatin_Structure|DNase-seq|Hpdlf, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|DNase-seq|Melano, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Hrce, Chromatin_Structure|DNase-seq|Monocd14, Chromatin_Structure|DNase-seq|Gm06990, Chromatin_Structure|DNase-seq|Gm12864, Chromatin_Structure|DNase-seq|Gm12865, Chromatin_Structure|DNase-seq|Hee, Chromatin_Structure|DNase-seq|Hre, Chromatin_Structure|DNase-seq|Caco2, Chromatin_Structure|DNase-seq|Ag04450, Chromatin_Structure|DNase-seq|Progfib, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|FAIRE|Gm18507, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|DNase-seq|Rptec, Chromatin_Structure|DNase-seq|Bj, Chromatin_Structure|DNase-seq|Ag04449, Chromatin_Structure|DNase-seq|Hmf, Chromatin_Structure|DNase-seq|Hcf, Chromatin_Structure|DNase-seq|Hpf, Chromatin_Structure|DNase-seq|Hrpe, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Nb4, Chromatin_Structure|DNase-seq|Jurkat, Protein_Binding|ChIP-seq|CREBBP, Protein_Binding|ChIP-seq|SPI1, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|STAT3, Protein_Binding|ChIP-seq|JUND, Protein_Binding|ChIP-seq|BCLAF1, Protein_Binding|ChIP-seq|MEF2A, Protein_Binding|ChIP-seq|CDX2, Protein_Binding|ChIP-seq|BCL11A, Protein_Binding|ChIP-seq|PAX5, Protein_Binding|ChIP-seq|MAX, Protein_Binding|ChIP-seq|REST, Protein_Binding|ChIP-seq|MAFK, Protein_Binding|ChIP-seq|EBF1, Protein_Binding|ChIP-seq|EBF1, Protein_Binding|ChIP-seq|ELF1, Protein_Binding|ChIP-seq|EGR1, Protein_Binding|ChIP-seq|SP1, Protein_Binding|ChIP-seq|USF1, Protein_Binding|ChIP-seq|ZBTB7A, Protein_Binding|ChIP-seq|USF2, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|BATF, Protein_Binding|ChIP-seq|TCF4, Protein_Binding|ChIP-seq|FOXA1, Protein_Binding|ChIP-seq|FOXA1"	"2b"
"chr1"	206943968	"rs3024493"	"Motifs|Footprinting|TFIIA, Motifs|Footprinting|TFIIA, Motifs|Footprinting|TFIIA, Motifs|Footprinting|TFIIA, Motifs|Footprinting|TFIIA, Motifs|Footprinting|TFIIA, Motifs|Footprinting|TFIIA, Motifs|Footprinting|TFIIA, Motifs|PWM|TFIIA, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|FAIRE|Gm18507, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Hct116, Chromatin_Structure|DNase-seq|Bj, Chromatin_Structure|DNase-seq|Hnpce, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Nb4, Chromatin_Structure|DNase-seq|Aoaf, Chromatin_Structure|DNase-seq|Hee, Chromatin_Structure|DNase-seq|Hffmyc, Chromatin_Structure|DNase-seq|Hrpe, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Nhlf, Chromatin_Structure|DNase-seq|Ag04450, Chromatin_Structure|DNase-seq|Hac, Chromatin_Structure|DNase-seq|Hah, Chromatin_Structure|DNase-seq|Hasp, Chromatin_Structure|DNase-seq|Hbmec, Chromatin_Structure|DNase-seq|Hvmf, Chromatin_Structure|DNase-seq|Gm12865, Chromatin_Structure|DNase-seq|Hipe, Chromatin_Structure|DNase-seq|Hrce, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Ag09309, Chromatin_Structure|DNase-seq|Hcm, Chromatin_Structure|DNase-seq|Skmc, Chromatin_Structure|DNase-seq|Hcpe, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Gm12864, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Hmveclbl, Chromatin_Structure|DNase-seq|Hae, Chromatin_Structure|DNase-seq|Hcf, Chromatin_Structure|DNase-seq|Hre, Chromatin_Structure|DNase-seq|Jurkat, Chromatin_Structure|DNase-seq|Nha, Chromatin_Structure|DNase-seq|Rptec, Chromatin_Structure|DNase-seq|Gm06990, Chromatin_Structure|DNase-seq|Hmf, Chromatin_Structure|DNase-seq|Gm19240, Protein_Binding|ChIP-seq|CREBBP, Protein_Binding|ChIP-seq|TBP, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|STAT3, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|STAT3"	"2b"
"chr2"	25301755	"rs478222"	"Motifs|Footprinting|COUPTF, Motifs|Footprinting|COUPTF, Motifs|Footprinting|COUPTF, Motifs|Footprinting|COUPTF, Motifs|PWM|COUPTF, Motifs|Footprinting|COUPTF, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|UrotsaUt189, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Urotsa, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Panisd, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Hpde6e6e7, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|FAIRE|Gliobla, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|FAIRE|Mcf7, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|Hmvecdlyad, Chromatin_Structure|DNase-seq|Caco2, Chromatin_Structure|DNase-seq|Hmveclly, Protein_Binding|ChIP-seq|SMARCC1, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|E2F1, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF"	"2b"
"chr2"	234206474	"rs10187822"	"Motifs|Footprinting|AML, Motifs|Footprinting|PEBP, Motifs|Footprinting|AML, Motifs|Footprinting|core-bindingfactor, Motifs|Footprinting|core-bindingfactor, Motifs|Footprinting|RUNX1, Motifs|Footprinting|RUNX1, Motifs|PWM|core-bindingfactor, Motifs|PWM|AML, Motifs|PWM|PEBP, Motifs|PWM|RUNX1, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Medullo, Protein_Binding|ChIP-seq|HNF4A"	"2b"
"chr3"	49396360	"rs3811699"	"Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|Footprinting|MZF1, Motifs|PWM|MZF1, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|Urotsa, Chromatin_Structure|DNase-seq|UrotsaUt189, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|DNase-seq|Medullo, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Fibrop, Chromatin_Structure|DNase-seq|Melano, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|FAIRE|Gm12892, Chromatin_Structure|DNase-seq|Gm12865, Chromatin_Structure|DNase-seq|Ag09319, Chromatin_Structure|DNase-seq|Werirb1, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Cll, Protein_Binding|ChIP-seq|ELK4, Protein_Binding|ChIP-seq|CDX2, Protein_Binding|ChIP-seq|GATA1, Protein_Binding|ChIP-seq|ERG, Protein_Binding|ChIP-seq|ZNF263, Protein_Binding|ChIP-seq|ZNF263"	"2b"
"chr4"	26095314	"rs35944082"	"Motifs|Footprinting|SRF, Motifs|PWM|SRF, Motifs|Footprinting|SRF, Motifs|PWM|PU.1, Motifs|PWM|FOXP1, Motifs|PWM|SRF, Motifs|PWM|SRF, Motifs|PWM|Elf3, Chromatin_Structure|DNase-seq|Hconf, Chromatin_Structure|DNase-seq|Hre, Chromatin_Structure|DNase-seq|Hrpe, Chromatin_Structure|DNase-seq|Hee, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Saec, Chromatin_Structure|DNase-seq|Hmveclly, Chromatin_Structure|DNase-seq|Hmvecdneo, Chromatin_Structure|DNase-seq|Hmvecdlyad, Chromatin_Structure|DNase-seq|Hipe, Protein_Binding|ChIP-seq|STAT3"	"2b"
"chr5"	40487270	"rs7725052"	"Motifs|Footprinting|ER, Motifs|PWM|ER, Chromatin_Structure|FAIRE|Gm12891, Chromatin_Structure|DNase-seq|Hpde6e6e7, Chromatin_Structure|FAIRE|Gm18507, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|FAIRE|Gliobla, Chromatin_Structure|DNase-seq|Skmc, Chromatin_Structure|DNase-seq|Monocd14, Chromatin_Structure|DNase-seq|Aoaf, Chromatin_Structure|DNase-seq|Hl60, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Hnpce, Chromatin_Structure|DNase-seq|Hcpe, Chromatin_Structure|FAIRE|A549, Chromatin_Structure|FAIRE|Panislets, Chromatin_Structure|FAIRE|Nhek, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Hre, Chromatin_Structure|DNase-seq|Hbmec, Chromatin_Structure|DNase-seq|Hae, Chromatin_Structure|DNase-seq|Hee, Chromatin_Structure|DNase-seq|Nb4, Chromatin_Structure|DNase-seq|Nhlf, Chromatin_Structure|DNase-seq|Saec, Chromatin_Structure|DNase-seq|Hipe, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Nha, Chromatin_Structure|DNase-seq|Hrpe, Chromatin_Structure|DNase-seq|Hcfaa, Chromatin_Structure|DNase-seq|Rptec, Protein_Binding|ChIP-seq|SMARCA4, Protein_Binding|ChIP-seq|IRF4, Protein_Binding|ChIP-seq|IRF4, Protein_Binding|ChIP-seq|MEF2A, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|SPI1, Protein_Binding|ChIP-seq|SP1, Protein_Binding|ChIP-seq|SPI1, Protein_Binding|ChIP-seq|SPI1, Protein_Binding|ChIP-seq|USF2, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|MAX, Protein_Binding|ChIP-seq|GABPA, Protein_Binding|ChIP-seq|EBF1, Protein_Binding|ChIP-seq|GATA1, Protein_Binding|ChIP-seq|GATA1"	"2b"
"chr5"	55444683	"rs7731626"	"Motifs|Footprinting|RREB1, Motifs|Footprinting|RREB1, Motifs|Footprinting|UF1H3BETA, Motifs|Footprinting|UF1H3BETA, Motifs|Footprinting|UF1H3BETA, Motifs|Footprinting|MZF1_5-13, Motifs|Footprinting|MZF1_5-13, Motifs|Footprinting|MZF1_5-13, Motifs|Footprinting|TRF1, Motifs|Footprinting|TRF1, Motifs|Footprinting|TRF1, Motifs|Footprinting|TRF1, Motifs|Footprinting|MAZ, Motifs|Footprinting|MAZ, Motifs|Footprinting|UF1H3BETA, Motifs|Footprinting|TRF1, Motifs|Footprinting|MZF1_5-13, Motifs|Footprinting|RREB1, Motifs|Footprinting|TRF1, Motifs|Footprinting|MZF1_5-13, Motifs|PWM|MAZ, Motifs|PWM|RREB1, Motifs|Footprinting|, Motifs|PWM|Zfp281, Motifs|PWM|Zfp281, Motifs|PWM|TRF1, Motifs|PWM|UF1H3BETA, Motifs|PWM|WT1, Motifs|PWM|MZF1_5-13, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|FAIRE|Gm18507, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|FAIRE|Gm12891, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Werirb1, Chromatin_Structure|DNase-seq|Hffmyc, Chromatin_Structure|DNase-seq|Medullo, Protein_Binding|ChIP-seq|TCF12"	"2b"
"chr6"	30084696	"rs2523976"	"Motifs|Footprinting|MEF-2, Motifs|Footprinting|MEF-2, Motifs|Footprinting|MEF-2, Motifs|PWM|MEF-2, Motifs|PWM|Arid3a, Chromatin_Structure|DNase-seq|Mcf7, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF"	"2b"
